area,bedrooms,bathrooms,floor,age,furnishing,location,price
1179,1,4,7,17,2,Tambaram,15884881
2533,5,2,12,2,1,OMR,51122425
1980,5,3,9,19,2,Guindy,55857400
1890,2,1,9,14,2,Guindy,52330622
2240,1,3,1,4,1,Velachery,45264514
1551,3,2,0,12,1,Tambaram,20066341
3994,2,2,13,18,0,Velachery,81204560
3282,1,4,7,11,1,Chromepet,45071553
1587,5,4,6,22,2,Adyar,50065392
1818,1,4,6,20,2,Anna Nagar,52320229
1520,1,3,3,4,1,Chromepet,21138800
3385,1,4,10,5,0,Adyar,102601647
1955,3,2,8,6,2,Besant Nagar,69054700
769,1,4,5,9,1,Besant Nagar,27358126
1120,3,1,1,15,0,Velachery,22853520
2086,5,4,13,7,0,T Nagar,67268593
639,3,3,0,8,2,T Nagar,21456028
2160,5,1,0,3,2,Adyar,66636795
3932,5,1,8,20,0,Guindy,107571619
2018,3,1,3,20,0,Velachery,40761695
1554,2,3,4,7,0,Adyar,47649145
3897,4,2,2,24,1,Velachery,79174912
1583,1,4,3,6,2,Adyar,49037894
3795,4,1,11,14,0,Besant Nagar,130142932
1574,1,1,7,20,2,Tambaram,19056229
637,1,1,12,2,2,Velachery,14309200
2975,5,2,3,16,2,Tambaram,37236684
1874,1,2,8,10,0,Besant Nagar,64006694
1799,1,3,8,8,1,T Nagar,56596761
2225,3,2,5,4,0,Porur,34892492
1513,4,4,1,24,2,Anna Nagar,44550771
1053,3,3,11,9,0,Chromepet,15552880
636,1,3,9,14,0,Anna Nagar,19041410
3987,5,4,10,13,2,Anna Nagar,114381149
2311,3,4,6,3,2,Chromepet,32494112
3620,3,4,8,20,0,Besant Nagar,125206497
1395,2,3,5,19,0,Besant Nagar,48534352
1572,1,3,2,1,0,T Nagar,50160513
1192,5,3,13,11,0,Porur,20057897
1737,3,4,14,0,1,OMR,35650366
3711,3,4,6,23,0,Anna Nagar,105190832
1924,5,1,4,19,1,Guindy,53034799
2871,1,2,0,4,2,Anna Nagar,80246410
917,2,1,2,5,1,OMR,18571233
2996,3,4,4,23,2,Velachery,61880683
2762,2,3,6,10,1,T Nagar,86999600
3345,4,4,2,7,2,Tambaram,42162046
1946,1,2,5,6,0,Tambaram,23896651
2191,4,1,4,3,1,OMR,42344863
3711,4,1,12,5,1,Anna Nagar,105791387
2489,4,3,0,15,2,Tambaram,31010457
2687,1,1,9,19,2,OMR,51393179
2596,1,1,5,14,1,Chromepet,33605158
2372,5,4,13,13,2,Besant Nagar,82937511
1912,2,1,7,22,0,Adyar,57127943
1885,2,1,12,11,1,Besant Nagar,65616409
815,5,1,12,11,0,Anna Nagar,24425105
3818,5,3,0,15,1,OMR,73738037
2983,4,3,1,14,0,Velachery,61327007
3839,5,4,13,12,1,Tambaram,48852486
2739,3,1,14,10,2,Tambaram,33586167
3000,2,3,3,16,1,Tambaram,37457812
3218,5,3,11,20,0,OMR,63028036
3463,3,4,1,14,1,Besant Nagar,119567186
2304,3,2,10,13,0,Velachery,47247388
3428,3,1,8,9,0,OMR,67074345
962,3,3,9,11,0,Anna Nagar,28255055
3204,4,4,7,15,2,T Nagar,100256080
2316,3,4,7,14,1,Anna Nagar,66143314
1793,4,4,3,9,0,Adyar,55831069
955,4,3,4,3,2,T Nagar,32064543
790,3,1,3,22,0,Anna Nagar,22428742
3069,2,2,12,8,1,Velachery,62416806
1299,3,1,8,20,2,Porur,20694209
2654,3,4,12,19,0,Porur,41342812
2780,3,4,1,8,0,Porur,43117675
1156,2,2,12,20,0,Adyar,35748835
1425,1,1,10,24,1,Adyar,43130884
3408,1,4,7,23,2,Porur,52023852
1654,4,4,1,19,2,Chromepet,22790717
3182,4,1,0,10,2,Tambaram,40363997
1025,2,4,9,10,0,T Nagar,34215800
3319,5,1,2,6,2,T Nagar,105821104
3010,1,4,8,20,0,Tambaram,37169540
2174,4,1,11,9,1,Besant Nagar,74918459
2729,1,2,2,3,2,Chromepet,35758332
3003,2,4,8,4,0,Porur,46410788
3929,2,2,6,4,2,Tambaram,48760624
1188,5,4,12,10,2,OMR,25524086
2612,5,4,9,8,1,T Nagar,83748875
2147,2,3,0,15,2,OMR,41196776
894,4,1,9,8,1,Tambaram,13311709
2585,1,2,4,21,2,Tambaram,32332619
1847,3,2,8,3,2,Anna Nagar,53140323
2148,5,2,11,1,2,Anna Nagar,62123228
3717,3,1,14,13,2,Velachery,76075127
2290,4,3,14,2,2,Velachery,49351045
1736,5,2,2,17,2,Adyar,53883909
1856,3,1,8,20,1,Adyar,56759977
2664,4,4,4,5,1,Porur,41990144
959,1,2,8,10,0,Anna Nagar,27625139
3894,4,2,9,20,2,Porur,60632238
3513,5,3,5,17,1,Tambaram,44282054
1299,2,2,8,11,2,Porur,21232754
1047,1,2,6,4,2,Tambaram,13072382
3503,3,4,6,8,1,T Nagar,111592141
3012,5,1,7,19,2,Anna Nagar,85300373
1274,2,1,6,17,1,Velachery,26228211
1607,4,3,11,18,1,Porur,25909776
1949,2,4,8,2,0,Anna Nagar,56238546
3114,5,1,10,8,0,T Nagar,98848912
3061,5,4,8,3,0,OMR,60385094
1185,2,1,5,16,0,Velachery,23893646
1856,4,4,6,16,2,Chromepet,25714697
1847,2,3,1,22,2,Guindy,51300079
1593,5,2,14,22,0,Anna Nagar,46457042
2035,5,3,8,1,1,Besant Nagar,72218609
1171,3,1,11,8,1,Anna Nagar,34773991
2982,3,3,12,8,1,Tambaram,38809706
1845,1,2,0,4,1,Chromepet,25683472
2684,5,3,0,14,2,Besant Nagar,93457520
1588,3,1,2,14,1,Porur,24788981
877,2,1,11,2,1,T Nagar,28440929
1819,4,3,5,18,0,Besant Nagar,63548078
3563,2,2,4,2,1,Porur,55168556
2487,4,3,14,5,2,Porur,39740304
1083,3,2,1,3,1,Porur,18084891
1865,1,4,8,23,1,Tambaram,23714177
3995,2,2,13,12,2,Besant Nagar,136939176
1330,2,4,12,12,0,Adyar,41514956
2839,2,3,9,10,2,T Nagar,89726135
1640,4,2,13,4,0,OMR,33247306
3171,3,4,3,0,1,Anna Nagar,90411673
1517,2,4,3,8,0,Tambaram,18520722
3048,2,4,4,16,0,Velachery,61542291
1485,1,1,14,21,0,OMR,28127270
3352,1,3,7,0,1,T Nagar,105588611
621,3,4,9,2,0,Tambaram,9706756
1073,3,2,3,14,0,OMR,21433296
3791,5,4,4,20,1,Anna Nagar,107399634
2857,1,1,11,22,2,Porur,42965220
2953,5,3,3,9,2,Chromepet,40470663
3941,4,1,13,7,2,Porur,61396571
1303,5,1,5,11,1,T Nagar,41985446
1286,2,1,11,24,1,Anna Nagar,36803319
884,5,2,2,21,2,OMR,18943735
1315,3,3,7,14,0,Guindy,36295353
1362,4,3,5,8,2,Chromepet,19455364
1850,2,2,9,23,1,Porur,28597679
1547,5,3,4,24,0,Adyar,47708984
3028,4,1,12,9,0,OMR,59543681
3107,4,3,14,19,1,Porur,48598788
1630,2,2,1,8,0,OMR,32570260
628,5,1,9,14,2,Chromepet,9460062
1506,4,2,9,22,1,T Nagar,48526108
3704,4,4,6,20,1,Velachery,75929663
3526,1,1,1,20,1,Porur,52188499
2726,4,1,0,0,1,OMR,52410020
3594,1,3,6,1,0,Velachery,72477490
3106,5,1,4,18,1,Velachery,64154543
1169,5,2,0,13,1,Adyar,37247615
2606,5,3,14,7,0,Velachery,54575673
2053,3,4,3,5,1,Chromepet,28407863
1337,5,2,11,11,0,Anna Nagar,39017951
3956,4,4,12,14,0,Velachery,81066305
1115,2,4,3,13,1,Guindy,31147919
2600,1,4,9,20,2,OMR,51504971
3770,3,1,6,0,1,Velachery,76431722
3044,5,2,8,10,2,Besant Nagar,106092218
638,5,2,1,24,0,Anna Nagar,19732535
3942,2,1,11,2,2,Tambaram,49461291
1486,2,3,13,18,1,Anna Nagar,42425861
3444,3,4,0,17,1,T Nagar,107262834
2804,1,2,1,19,2,Tambaram,34275200
1698,5,1,6,1,1,Adyar,53225261
3531,3,4,12,24,2,Anna Nagar,101324204
2423,4,3,9,6,0,T Nagar,77397223
3801,4,3,5,7,2,Anna Nagar,108455580
2310,3,4,3,18,2,Velachery,47553642
1573,5,3,0,21,2,Porur,24701921
3755,3,2,12,14,2,Porur,58229682
3693,5,2,0,9,0,T Nagar,115320775
2162,2,2,4,21,0,Anna Nagar,61350995
3496,3,3,14,0,0,T Nagar,110870577
3395,5,2,0,5,2,Adyar,104328728
1588,3,1,11,12,0,Porur,24329086
620,3,2,14,13,1,Besant Nagar,22735018
2950,5,2,6,2,0,Tambaram,37325347
1468,5,3,12,10,2,Chromepet,21935403
683,1,2,10,2,1,Velachery,15294256
2282,3,4,0,18,2,Besant Nagar,78811201
2576,4,1,0,9,1,Besant Nagar,88636008
2010,3,3,1,14,2,OMR,40019963
2130,3,1,12,10,2,Besant Nagar,73655250
3928,5,4,13,14,1,Tambaram,49402669
1169,3,3,10,23,0,Tambaram,15110918
1533,3,3,11,12,1,Velachery,32929860
3833,4,2,9,4,1,T Nagar,120478612
2580,5,1,2,3,1,Guindy,72484849
3834,3,4,12,12,1,Guindy,104912668
2455,2,4,10,8,1,Anna Nagar,71345139
3656,1,3,14,24,2,Anna Nagar,104107795
1392,4,2,0,16,2,Chromepet,18840949
1391,3,3,14,1,0,Tambaram,18035898
2409,2,3,8,23,0,Anna Nagar,68491932
1894,3,3,9,4,1,OMR,37837299
3139,3,3,7,15,0,Anna Nagar,88638526
2855,5,4,4,6,0,Adyar,88815850
2207,5,4,12,0,1,Adyar,68763048
1683,5,3,10,11,2,OMR,34273530
3077,2,3,1,20,2,Besant Nagar,105263800
1584,3,2,4,10,0,Adyar,47220275
2280,1,3,5,11,2,Guindy,62815683
3980,4,4,13,18,2,Guindy,109434220
1119,5,1,14,11,0,Adyar,35935268
1190,5,4,0,11,1,Anna Nagar,35900631
1650,3,2,10,13,0,Chromepet,22845860
2309,3,4,3,1,0,Chromepet,31948523
2635,2,1,8,1,0,Guindy,72386794
2846,2,3,1,24,1,Adyar,85569797
3034,5,1,4,3,1,Besant Nagar,104878586
948,3,3,0,19,1,Velachery,20611613
1559,1,3,3,22,1,Anna Nagar,44439620
2563,4,4,3,15,0,Anna Nagar,73417043
1292,3,4,5,9,2,Chromepet,19186032
2159,3,4,9,12,0,Adyar,66409458
977,2,2,8,1,1,T Nagar,31989473
3546,4,4,2,2,2,Porur,56007258
3563,5,2,8,18,0,Adyar,107432859
1126,3,4,5,5,2,OMR,24097069
3824,5,3,6,18,1,Adyar,117067170
3381,3,2,11,20,2,Anna Nagar,95827655
2853,5,1,9,19,2,Velachery,59572051
3102,4,2,1,18,1,OMR,59009342
3944,2,2,10,7,2,Chromepet,53168476
1859,4,1,9,13,0,Tambaram,23657966
2475,1,2,13,9,2,Tambaram,31035264
2363,2,3,5,2,0,T Nagar,74632683
1120,4,4,5,5,2,Chromepet,17401365
2301,1,1,1,14,2,Besant Nagar,77821215
1616,3,4,1,22,1,Guindy,45252482
3603,3,3,13,22,1,T Nagar,113007863
3373,5,1,1,17,0,Tambaram,42053726
1613,2,4,9,13,1,Guindy,45452758
3148,3,4,11,18,1,Besant Nagar,108596464
716,2,3,0,9,1,Chromepet,10358336
3033,3,4,4,14,1,Guindy,83470710
1967,5,3,7,3,1,Chromepet,28954130
1183,4,2,1,22,0,Besant Nagar,40421777
994,5,3,12,1,0,Porur,17350963
1687,1,2,14,2,1,OMR,32831905
3368,3,1,4,6,1,Guindy,92307954
671,1,4,11,22,0,Guindy,18575245
873,1,3,7,15,2,Chromepet,12247914
2613,2,3,9,9,0,Chromepet,36001345
1943,3,4,13,18,2,Guindy,54179315
937,1,4,4,16,1,Chromepet,13011238
1989,4,1,1,18,1,Velachery,40530699
1206,1,1,2,4,0,Velachery,24362084
765,4,3,14,22,1,Porur,14730894
2167,2,1,5,19,2,Porur,32427512
2658,1,2,10,12,2,Porur,41412034
1924,5,1,10,12,0,Tambaram,26021686
1328,2,1,4,10,2,Tambaram,17575542
3448,4,3,10,10,0,Adyar,105363471
2643,2,2,3,15,0,T Nagar,81896615
701,1,1,3,14,2,OMR,14561387
2015,3,2,4,16,2,Velachery,42128672
1378,3,2,1,21,2,Besant Nagar,47097153
813,4,2,8,17,2,OMR,17106859
1711,4,4,1,18,2,OMR,33735953
2176,3,4,9,3,2,Besant Nagar,75084239
3048,4,4,1,21,2,Anna Nagar,86439321
3235,2,4,9,21,1,Guindy,88657719
3536,5,3,13,22,0,T Nagar,111776159
3717,5,1,8,4,0,Adyar,113288281
2295,2,4,13,6,2,Porur,37422062
1191,5,3,2,1,0,Besant Nagar,43168719
1933,1,1,14,0,2,Tambaram,24833361
1709,2,4,9,11,1,Porur,27168698
2739,4,1,6,9,0,Chromepet,37138369
3320,2,4,3,7,0,Besant Nagar,114141076
1313,3,3,12,0,1,Porur,21332157
1535,4,2,12,11,1,Guindy,43307309
2551,3,2,5,1,1,Guindy,70969783
841,4,1,13,9,0,Guindy,25054370
2643,5,3,3,21,0,Porur,41535081
601,2,2,9,16,1,Guindy,17454151
2872,1,4,14,2,1,Velachery,60138685
3448,4,2,6,6,1,Tambaram,43497975
2368,4,1,0,11,1,Adyar,72205724
2549,3,1,2,7,1,Besant Nagar,88575355
3236,5,3,12,19,2,OMR,64284129
2763,3,1,2,11,1,Porur,43106001
1517,3,2,0,2,2,Porur,23881196
3774,5,2,5,16,0,Tambaram,46367865
2841,1,2,14,8,0,Anna Nagar,80219297
3837,3,2,12,9,2,T Nagar,121077888
3518,3,3,10,21,1,Chromepet,48056174
689,4,4,13,5,0,Besant Nagar,25306526
2309,5,4,8,24,1,Anna Nagar,67094682
2769,2,3,7,0,1,Chromepet,37195715
742,1,1,10,21,2,T Nagar,24720759
3641,1,4,6,11,0,OMR,69340674
705,5,1,9,4,0,Porur,12935150
1486,4,4,7,12,2,Guindy,42932187
1027,4,1,5,14,1,Tambaram,13974002
1928,5,3,8,21,1,Besant Nagar,67023375
2495,4,2,2,10,0,Tambaram,30711828
2594,1,1,14,7,2,Adyar,79876200
916,1,2,9,4,2,OMR,19418203
2586,2,1,9,1,1,Adyar,79557380
1234,5,1,8,11,1,T Nagar,40741985
2525,3,1,3,1,2,T Nagar,79216959
2656,3,1,6,15,0,Velachery,53137014
3421,2,1,14,20,1,T Nagar,106665338
3744,2,2,12,2,2,Anna Nagar,106612179
2870,4,1,8,9,2,Anna Nagar,82006898
2039,2,2,1,18,2,Guindy,56021748
1152,2,3,1,7,0,Porur,18807625
1315,3,4,8,6,1,Tambaram,17743002
1887,4,1,11,0,1,Porur,30097341
2313,2,4,12,11,1,Porur,36911461
2483,2,2,2,4,0,Anna Nagar,70323017
3989,4,3,8,15,1,Tambaram,49771662
1707,5,3,12,24,1,Guindy,47912763
1941,4,3,14,3,1,OMR,39678985
710,3,4,4,16,1,Velachery,15203047
850,5,2,5,23,0,Anna Nagar,25393136
3030,1,1,1,20,2,Adyar,91133611
2654,4,1,7,1,2,Velachery,54907841
1058,3,2,10,11,1,OMR,21977466
1707,5,4,8,0,1,T Nagar,55484364
807,4,1,1,11,1,Porur,13004463
1499,2,2,5,11,0,Besant Nagar,51175361
3985,4,1,5,11,1,Guindy,108203208
621,1,3,7,18,0,Porur,10112142
1009,4,1,9,24,1,T Nagar,33001808
1494,5,4,11,16,1,OMR,30620700
1114,5,2,4,19,2,Adyar,34860763
3798,4,4,8,23,1,Guindy,103369852
1408,5,2,0,23,0,Guindy,37909324
1473,2,3,8,10,2,OMR,30050365
613,4,2,9,12,0,Velachery,12842996
1570,2,1,6,7,2,Chromepet,21158033
3625,2,1,3,9,0,Porur,55106715
3661,3,3,2,7,2,Velachery,75084853
3683,4,2,13,19,0,Anna Nagar,104776351
2734,5,3,9,7,0,OMR,54219459
3556,2,1,14,8,1,Anna Nagar,100819536
2160,3,4,10,6,2,Adyar,66691067
1924,4,3,13,13,2,Velachery,40592928
1866,4,4,5,1,1,Besant Nagar,65759476
2769,1,4,11,24,0,Chromepet,35741829
3818,1,2,12,10,0,OMR,73048831
1349,2,3,0,7,2,OMR,26864890
1284,1,4,2,12,0,Chromepet,17067517
2527,2,4,1,20,2,Guindy,69207722
2956,5,2,10,14,2,T Nagar,94310363
1294,2,2,12,2,0,Adyar,40735742
2935,1,1,8,22,0,Velachery,59475676
906,5,4,2,13,0,OMR,18340048
2589,1,1,12,14,1,OMR,49770627
3561,2,4,1,1,2,Chromepet,48816789
1261,3,1,3,18,0,Besant Nagar,42531132
1148,4,2,14,11,1,Chromepet,16445885
911,1,3,13,24,0,Chromepet,12125132
3520,2,2,1,19,2,Porur,54612161
1682,5,1,0,3,1,Velachery,34982733
3571,1,1,5,2,2,Guindy,98128910
2337,1,3,14,4,0,Chromepet,31807051
1354,4,4,9,2,0,Besant Nagar,47832772
634,2,1,7,24,0,Guindy,18707912
1044,3,1,9,14,1,Tambaram,13865324
2740,5,1,9,18,1,Velachery,56668101
2582,2,3,1,1,1,OMR,50785253
1830,5,2,13,11,1,Tambaram,24548478
952,1,1,8,4,0,Guindy,27520036
1502,4,3,14,21,0,Guindy,43106971
1955,4,1,12,16,0,Velachery,39994200
3509,3,4,2,13,1,T Nagar,111318362
2348,4,3,7,21,1,Porur,36429933
758,1,1,11,9,0,OMR,15253120
2577,3,3,7,2,0,Tambaram,31968240
1556,2,1,14,3,1,Chromepet,22376303
2671,4,2,2,5,2,Adyar,81976319
1003,3,1,2,23,0,T Nagar,30798256
3452,1,3,11,24,0,OMR,66672250
1115,5,4,14,21,0,Adyar,36328100
3379,5,4,5,15,1,Porur,53620051
1987,1,4,0,6,0,Adyar,59708524
3179,1,1,3,14,0,Chromepet,42203771
1555,5,2,0,20,0,Adyar,47599742
2799,3,1,13,24,0,T Nagar,88584751
2312,5,4,2,19,0,Anna Nagar,66688476
3594,1,3,8,10,2,T Nagar,112939665
1207,4,4,13,21,2,Chromepet,18005260
3067,2,3,13,20,0,Tambaram,37847168
1873,4,2,4,0,0,Anna Nagar,53904242
3788,4,3,11,4,0,Porur,58475968
3513,1,1,4,12,0,T Nagar,108941669
2135,5,1,10,20,1,Anna Nagar,62025444
3225,3,1,3,13,1,Guindy,87356687
2982,4,3,2,8,1,T Nagar,94942333
2041,5,1,4,16,2,Anna Nagar,58979694
3579,3,1,14,14,0,Velachery,73210737
2397,4,1,13,20,1,Tambaram,30680580
894,3,2,10,6,0,OMR,19010172
1354,5,3,3,21,0,Adyar,42041200
1994,2,3,7,21,2,Anna Nagar,57068171
785,5,4,3,11,2,OMR,17872048
1869,1,3,10,22,1,T Nagar,58188352
1236,3,2,11,5,1,OMR,24786770
1891,2,3,7,20,2,Guindy,52074656
3908,3,2,5,15,2,Besant Nagar,134466045
1129,3,2,14,4,0,Besant Nagar,41186435
2668,4,3,13,8,0,Tambaram,34169991
3558,1,4,11,13,1,Anna Nagar,102004076
3514,3,1,10,7,1,Guindy,96705728
1393,5,1,4,13,2,Adyar,43443268
2747,5,3,3,11,1,Porur,43838534
3399,4,3,3,9,0,Chromepet,45655568
1077,1,2,11,19,2,Tambaram,14039604
2222,1,3,3,19,0,Chromepet,28507814
3969,5,2,10,20,2,Besant Nagar,136291668
1539,2,4,12,12,2,Velachery,33076827
1125,4,3,12,18,0,Porur,19106864
2981,4,1,8,14,1,Porur,47177833
601,5,1,3,7,1,Chromepet,9228313
974,5,3,11,22,1,Velachery,22231872
2940,2,2,8,20,1,T Nagar,92647223
3484,2,1,12,9,0,OMR,66990418
3652,1,2,9,2,2,Tambaram,46088043
1152,4,3,5,20,0,Guindy,32826108
2965,4,3,9,2,1,Porur,47466091
2125,5,1,12,4,1,Chromepet,31098680
2451,1,3,6,15,0,OMR,47719330
980,4,4,11,16,2,Besant Nagar,34661550
2246,1,4,9,5,0,Guindy,62153280
613,1,1,2,19,0,Chromepet,7025599
1103,5,4,7,19,0,Tambaram,15201725
2878,1,2,2,15,2,Adyar,87086813
2608,2,1,0,23,0,Porur,38708152
3755,2,1,12,1,0,Besant Nagar,128516198
729,3,2,12,19,1,Tambaram,9872834
1437,5,4,9,14,0,Anna Nagar,42257419
3816,3,4,11,17,1,Besant Nagar,131498147
3538,2,4,4,0,1,Guindy,97428716
2640,3,1,1,18,1,Anna Nagar,74892625
627,5,1,9,11,2,Besant Nagar,23371723
2713,5,4,13,7,1,Chromepet,38828824
3834,1,3,5,5,0,Adyar,115950880
1852,4,4,12,11,0,OMR,37810245
860,1,2,9,6,1,Adyar,26807759
2646,5,1,8,17,1,Adyar,82421854
2072,2,2,0,21,0,Chromepet,27329632
2047,2,2,13,13,1,Velachery,43137649
1059,1,1,12,7,2,Besant Nagar,36979029
900,5,3,3,23,1,OMR,18456424
3566,2,4,14,19,2,T Nagar,112259931
3974,5,2,0,21,2,Chromepet,54458499
2934,2,1,0,13,2,Velachery,59353629
3681,5,2,7,4,1,Chromepet,49781282
1229,3,4,13,8,2,Velachery,27760453
869,5,3,13,7,2,Adyar,29069402
3239,5,3,12,1,1,Porur,51385940
2593,1,3,13,15,2,Porur,40039858
2228,3,1,10,12,1,Anna Nagar,63998414
2401,4,1,14,6,0,T Nagar,76822327
3491,1,3,1,15,2,OMR,67573042
1461,4,4,0,6,1,Velachery,30990333
1880,2,4,10,13,0,Besant Nagar,64806148
2780,4,1,7,13,2,Adyar,83120439
3947,5,3,3,11,2,Guindy,108406265
2399,4,4,2,0,1,Besant Nagar,83729932
2306,1,4,12,0,0,Besant Nagar,80074480
3619,1,4,11,11,1,Velachery,73704594
3160,4,1,3,19,2,OMR,62730438
2960,1,3,13,20,2,Adyar,90295682
1175,1,2,10,14,2,Adyar,35771178
3533,4,3,4,3,2,OMR,69834783
2603,3,3,0,6,0,Porur,40500738
1907,3,1,14,15,0,Tambaram,23559044
3792,2,4,13,2,1,Anna Nagar,108540402
3778,1,4,10,6,1,Chromepet,50989075
2556,4,1,0,23,1,Anna Nagar,72810252
3334,1,1,2,21,2,Porur,49382163
2620,5,1,5,5,1,Velachery,54724039
3875,1,1,0,15,0,Velachery,78104952
2812,1,1,13,23,1,T Nagar,88595843
2952,3,2,10,7,1,Anna Nagar,83812966
2255,4,3,11,22,0,Anna Nagar,64537023
2179,1,3,14,21,0,Chromepet,29062467
2447,3,3,1,5,2,Velachery,51127759
2803,2,4,14,9,0,Besant Nagar,96959685
1990,3,2,11,15,0,Anna Nagar,56612303
2342,3,3,13,10,1,Chromepet,32554588
2525,3,4,6,12,0,OMR,49326248
1219,1,2,13,5,2,Guindy,34844094
1874,1,2,13,23,1,OMR,35881216
1556,2,4,0,0,2,Chromepet,21616845
2539,5,2,12,20,0,Besant Nagar,88683720
2981,5,4,13,18,2,T Nagar,96277263
1568,5,3,14,11,2,Velachery,35131135
3158,2,4,6,23,0,T Nagar,98642037
1916,5,2,14,5,0,T Nagar,62323563
1643,5,3,3,17,1,Chromepet,22835858
881,3,3,9,12,1,Velachery,19594089
3444,1,1,13,6,1,Adyar,104188098
3672,1,1,5,22,0,Guindy,99642252
2766,3,2,13,12,2,Anna Nagar,79979732
1658,3,4,7,20,2,T Nagar,54185977
797,3,4,8,7,1,OMR,17098347
3132,1,2,5,20,1,Adyar,95149516
1682,5,3,11,16,0,Adyar,52723232
3484,3,2,10,8,2,Besant Nagar,120473694
1784,2,2,12,19,1,T Nagar,56562496
1608,3,3,14,12,0,T Nagar,52417006
3338,4,4,13,1,1,Tambaram,42850031
1829,3,2,8,3,0,Chromepet,25316469
1635,1,4,3,24,2,Besant Nagar,55347148
1089,3,2,5,1,0,Adyar,34106475
875,4,3,7,3,1,Adyar,28662180
3340,2,3,8,17,1,Tambaram,40868876
2889,5,1,2,4,2,Anna Nagar,82528072
1839,3,3,1,18,2,Porur,27989380
1874,4,1,5,9,1,OMR,36853674
725,4,2,3,17,1,Porur,12905589
816,2,4,0,24,1,T Nagar,25245073
3977,1,3,7,20,2,Velachery,80884508
1808,3,3,8,9,1,Besant Nagar,63701673
3710,4,3,13,4,2,T Nagar,119026430
1846,2,2,8,16,1,Anna Nagar,53217177
3855,5,1,1,21,0,Porur,59212289
3142,4,2,8,12,0,T Nagar,99105848
3074,2,4,6,22,1,OMR,59476428
3849,1,2,4,16,0,Adyar,116156099
1518,1,4,6,8,2,Chromepet,21938350
1917,4,3,12,23,0,Guindy,53324248
2798,4,4,8,11,0,T Nagar,89343942
3031,3,4,7,13,2,Anna Nagar,88339605
2261,2,1,5,13,0,Besant Nagar,77439429
907,4,4,12,7,0,Velachery,20509500
1959,3,4,3,22,1,OMR,38394941
2569,3,2,12,4,2,Tambaram,33134871
3393,4,3,14,18,2,Anna Nagar,97895552
1491,1,2,0,13,1,Porur,22838527
974,2,2,5,8,1,Chromepet,13936589
3679,2,3,2,6,0,Porur,56120175
2633,1,3,5,7,0,Adyar,80104528
1964,4,4,5,13,0,Chromepet,27010401
728,2,4,13,21,1,Porur,11766926
1614,4,1,3,13,2,Besant Nagar,56629835
2399,4,2,1,10,0,Porur,38224692
3316,3,3,14,13,1,OMR,64789027
1981,1,4,8,20,2,OMR,38318397
1116,4,3,1,7,1,Guindy,32909821
2118,5,4,2,2,0,Porur,34112780
685,1,1,9,22,1,Besant Nagar,24082279
1798,2,1,0,17,1,Besant Nagar,61137517
3864,3,3,6,2,1,T Nagar,121758885
2958,2,1,14,12,1,Velachery,61130277
1742,2,3,0,11,2,Chromepet,23971386
3889,1,4,10,14,0,Anna Nagar,110003601
3074,2,2,8,17,2,Tambaram,37363703
2593,4,1,10,4,1,Chromepet,36092516
2761,2,4,10,6,1,Chromepet,37410058
3816,3,2,0,10,0,Adyar,115939850
902,3,2,4,10,0,Chromepet,12927190
3391,5,2,6,14,2,Adyar,104015609
1187,3,4,2,9,2,T Nagar,39123270
1586,2,4,8,14,0,Velachery,33147634
2463,3,3,7,12,2,Besant Nagar,86471226
944,1,2,12,13,1,Guindy,27298019
1413,3,2,14,16,1,Besant Nagar,49043378
2587,4,2,2,12,0,Porur,39939643
3448,1,3,14,9,2,Tambaram,43534267
3672,5,2,4,24,1,Velachery,74358698
3818,4,4,6,0,0,Velachery,77875969
1910,2,2,11,0,2,T Nagar,60879897
2599,2,1,13,14,1,Tambaram,32270417
2277,2,4,3,15,2,Porur,33572698
3724,4,3,4,11,2,Porur,57363055
1927,4,2,2,23,2,Guindy,52419732
1692,4,1,8,5,0,Anna Nagar,49549336
3008,1,3,9,5,1,Besant Nagar,104137739
3891,1,3,8,11,0,Chromepet,51582281
1609,2,4,6,24,1,Tambaram,20348005
1303,3,3,9,14,1,Porur,21457403
1174,2,3,1,3,0,Porur,18240832
2208,5,3,6,23,0,Anna Nagar,63930444
3832,1,3,6,3,1,Velachery,78016510
1712,4,2,10,1,1,Porur,28448799
1287,1,2,4,23,1,Guindy,35417207
3428,4,2,8,11,2,Porur,53747057
3232,5,2,12,6,1,Porur,51146458
3236,5,1,11,19,0,Anna Nagar,92217219
3830,1,2,10,8,0,Guindy,104258511
1088,4,3,2,8,0,OMR,22493478
3618,5,2,3,7,1,Adyar,110663104
1947,2,2,0,13,1,Anna Nagar,55002489
3773,2,4,5,0,2,Velachery,77914857
1093,4,3,3,22,2,Velachery,23570250
2267,1,2,0,20,0,Tambaram,27708894
2237,5,2,1,22,2,Anna Nagar,63300791
618,1,2,14,11,2,T Nagar,20636110
3044,2,1,2,24,0,Anna Nagar,84809548
1600,5,2,8,1,1,OMR,32651188
3950,1,4,12,12,2,Porur,61249874
1450,3,3,7,3,1,Anna Nagar,41861969
1988,4,3,6,19,0,T Nagar,63034567
1954,4,2,12,17,0,Chromepet,26937219
1967,3,2,14,18,2,T Nagar,62232025
1421,2,2,10,15,0,Velachery,29399036
1054,5,3,11,13,0,OMR,21775223
2224,4,3,13,7,0,Porur,36628741
3372,3,1,3,11,2,T Nagar,106442983
3736,3,4,0,8,2,OMR,72897629
